Code département,département,circonscription,Inscrits,Votants,Exprimés,Blancs et nuls,Taux de participation (%),1 Sexe candidat,1 Nom candidat,1 Prénom candidat,1 Etiquette liste,1 nuance,1 voix,1 Accès second tour,2 Sexe candidat,2 Nom candidat,2 Prénom candidat,2 Etiquette liste,2 nuance,2 voix,2 Accès second tour,3 Sexe candidat,3 Nom candidat,3 Prénom candidat,3 Etiquette liste,3 nuance,3 voix,3 Accès second tour,4 Sexe candidat,4 Nom candidat,4 Prénom candidat,4 Etiquette liste,4 nuance,4 voix,4 Accès second tour,5 Sexe candidat,5 Nom candidat,5 Prénom candidat,5 Etiquette liste,5 nuance,5 voix,5 Accès second tour,6 Sexe candidat,6 Nom candidat,6 Prénom candidat,6 Etiquette liste,6 nuance,6 voix,6 Accès second tour,7 Sexe candidat,7 Nom candidat,7 Prénom candidat,7 Etiquette liste,7 nuance,7 voix,7 Accès second tour,8 Sexe candidat,8 Nom candidat,8 Prénom candidat,8 Etiquette liste,8 nuance,8 voix,8 Accès second tour,9 Sexe candidat,9 Nom candidat,9 Prénom candidat,9 Etiquette liste,9 nuance,9 voix,9 Accès second tour,10 Sexe candidat,10 Nom candidat,10 Prénom candidat,10 Etiquette liste,10 nuance,10 voix,10 Accès second tour,11 Sexe candidat,11 Nom candidat,11 Prénom candidat,11 Etiquette liste,11 nuance,11 voix,11 Accès second tour,12 Sexe candidat,12 Nom candidat,12 Prénom candidat,12 Etiquette liste,12 nuance,12 voix,12 Accès second tour,13 Sexe candidat,13 Nom candidat,13 Prénom candidat,13 Etiquette liste,13 nuance,13 voix,13 Accès second tour,14 Sexe candidat,14 Nom candidat,14 Prénom candidat,14 Etiquette liste,14 nuance,14 voix,14 Accès second tour,15 Sexe candidat,15 Nom candidat,15 Prénom candidat,15 Etiquette liste,15 nuance,15 voix,15 Accès second tour,16 Sexe candidat,16 Nom candidat,16 Prénom candidat,16 Etiquette liste,16 nuance,16 voix,16 Accès second tour,17 Sexe candidat,17 Nom candidat,17 Prénom candidat,17 Etiquette liste,17 nuance,17 voix,17 Accès second tour,18 Sexe candidat,18 Nom candidat,18 Prénom candidat,18 Etiquette liste,18 nuance,18 voix,18 Accès second tour,19 Sexe candidat,19 Nom candidat,19 Prénom candidat,19 Etiquette liste,19 nuance,19 voix,19 Accès second tour,20 Sexe candidat,20 Nom candidat,20 Prénom candidat,20 Etiquette liste,20 nuance,20 voix,20 Accès second tour,21 Sexe candidat,21 Nom candidat,21 Prénom candidat,21 Etiquette liste,21 nuance,21 voix,21 Accès second tour,22 Sexe candidat,22 Nom candidat,22 Prénom candidat,22 Etiquette liste,22 nuance,22 voix,22 Accès second tour,23 Sexe candidat,23 Nom candidat,23 Prénom candidat,23 Etiquette liste,23 nuance,23 voix,23 Accès second tour,24 Sexe candidat,24 Nom candidat,24 Prénom candidat,24 Etiquette liste,24 nuance,24 voix,24 Accès second tour,25 Sexe candidat,25 Nom candidat,25 Prénom candidat,25 Etiquette liste,25 nuance,25 voix,25 Accès second tour,26 Sexe candidat,26 Nom candidat,26 Prénom candidat,26 Etiquette liste,26 nuance,26 voix,26 Accès second tour,,,,,,,,
69,RHONE,6,63924,39522,38925,597,"61,83%",F,GAUDEL,VIRGINIE,PARTI DES TRAVAILLEURS,EXG,99,N,M,BRUNEAU,PHILIPPE,LUTTE OUVRIERE,EXG,459,N,M,MIGNOT,DOMINIQUE,SOLIDARITE ECOLOGIE GAUCHE ALTERNATIVE,EXG,253,N,M,LEMEE,GILLES,A GAUCHE AUTREMENT,EXG,661,N,F,GAUTIER,NATHALIE,PARTI SOCIALISTE,SOC,12826,O,F,NEGRI,LAURA,POLE REPUBLICAIN,DVG,406,N,M,MORALES,RICHARD,SANS ETIQUETTE,DVG,1832,N,F,VESSILLER,BEATRICE,LES VERTS,ECO,1137,N,M,PEREZ,SEBASTIEN,GENERATION ECOLOGIE,ECO,80,N,F,SAINT LAGER,EMILIE,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,182,N,F,ROSTAGNAT,CLAUDE,LE TREFLE,ECO,318,N,M,DUMAS,BAPTISTE,UNION POUR LA DEMOCRATIE FRANCAISE,UDF,1879,N,M,RENDU,DANIEL,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,10904,O,M,GUYON,ALAIN,SANS ETIQUETTE,DVD,290,N,M,MONTEGU,CHRISTIAN,SANS ETIQUETTE,DVD,504,N,M,JOUBERT LAURENCIN,HUBERT,UNION POUR LA DEMOCRATIE FRANCAISE DISSIDENT,DVD,748,N,M,DUPRAT,LOUIS,FRONT NATIONAL,FRN,5815,N,M,LEVASSEUR,FRANCK,MOUVEMENT NATIONAL REPUBLICAIN,EXD,300,N,M,JOUDIOU,HENRI,ENERGIES DEMOCRATES,DIV,143,N,M,PERNETTE,LIONEL,RESEAU NOUVELLE DONNE,DIV,89,N,M,PERRET,YVES,SANS ETIQUETTE,DIV,0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,RHONE,7,53432,32956,32474,482,"61,68%",F,MARSTEAU,M.ANDRE,LUTTE OUVRIERE,EXG,429,N,F,MILBERGUE,DENISE,A GAUCHE AUTREMENT,EXG,569,N,M,QUEYRANNE,J.JACK,PARTI SOCIALISTE,SOC,12375,O,M,KHAMASSI,SAMIR,POLE REPUBLICAIN,DVG,1074,N,F,BOURGEVIN PERIER,ANNICK,GENERATION ECOLOGIE,ECO,1,N,M,BRIERE,JEAN,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,510,N,F,THIVEND,FREDERIQUE,MOUVEMENT HOMMES ANIMAUX NATURE,ECO,261,N,M,VAZETTE,J.LOUIS,UNION POUR LA DEMOCRATIE FRANCAISE,UDF,3680,N,M,MILLON,CHARLES,MAJORITE PRESIDENTIELLE,DVD,7270,O,M,CLAMARON,LAURENT,RASSEMBLEMENT POUR LA FRANCE,DVD,745,N,M,JACQUIER,CLAUDE,FRONT NATIONAL,FRN,4903,N,F,MOREL,MICHELE,MOUVEMENT NATIONAL REPUBLICAIN,EXD,383,N,F,GIBERT,EMMANUELLE,ENERGIES DEMOCRATES,DIV,220,N,M,KOPIAN,HATCHICK,GIP - DEMOCRATIE ACTIVE,DIV,20,N,M,PRADELLE,FREDERIC,FRONT LIBERATION DES OISIFS PROLETARIENS,DIV,34,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,RHONE,8,76476,50608,49731,877,"66,18%",F,LALOY,JANINE,LUTTE OUVRIERE,EXG,391,N,F,LAFFONT,DOMINIQUE,A GAUCHE AUTREMENT,EXG,601,N,F,GIROUDON ZELEZ,ANDREE,PARTI COMMUNISTE FRANCAIS,COM,860,N,M,OLIVIER,YVON,PARTI SOCIALISTE,SOC,10177,O,F,RUYSSEN,JOHANNE,LES VERTS,ECO,1232,N,F,PERIER,M.OLIVIA,GENERATION ECOLOGIE,ECO,167,N,M,RICANET,FRANCOIS,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,227,N,M,DEMARIA,MARC,LE TREFLE,ECO,328,N,F,SALAZAR,M.ANNE,MOUVEMENT HOMMES ANIMAUX NATURE,ECO,227,N,M,LAMY,ROBERT,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,27743,N,F,VEYRET,MARIE,FRONT NATIONAL,FRN,6358,N,M,SEGURET,J.LOUIS,MOUVEMENT NATIONAL REPUBLICAIN,EXD,463,N,M,GRARRE,EMMANUEL,CHASSE PECHE NATURE ET TRADITIONS,DIV,514,N,M,CERVANTES,PATRICK,RASSEMBLEMENT DES CONTRIBUABLES FRANCAIS,DIV,0,N,M,DRAPIER,DENIS,RASSEMBLEMENT DES CONTRIBUABLES FRANCAIS,DIV,278,N,M,MURAT,GILLES,GIP - DEMOCRATIE ACTIVE,DIV,44,N,F,MARTINEZ-BEYRON,JOELLE,CONCORDAT CITOYEN,DIV,121,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,RHONE,9,72649,46075,45371,704,"63,42%",F,DESPLANTES,NICOLE,LUTTE OUVRIERE,EXG,415,N,M,GUICHARD,BRUNO,A GAUCHE AUTREMENT,EXG,541,N,M,GALLAND,ALAIN,PARTI COMMUNISTE FRANCAIS,COM,1063,N,M,PAYRAUD,J. PIERRE,PARTI SOCIALISTE,SOC,7461,N,F,CHICHEREAU,MARGUERITE,LES VERTS,ECO,1169,N,M,SHABAN,ALEXANDRE,GENERATION ECOLOGIE,ECO,137,N,F,BOURNON,DANIELLE,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,291,N,M,GIUDICELLI,P.LAURENT,MOUVEMENT HOMMES ANIMAUX NATURE,ECO,329,N,M,FIALAIRE,BERNARD,UNION POUR LA DEMOCRATIE FRANCAISE,UDF,4412,N,M,PERRUT,BERNARD,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,18381,O,M,CHARRET,PASCAL,RASSEMBLEMENT POUR LA FRANCE,DVD,328,N,M,BARBIER,J.PIERRE,FRONT NATIONAL,FRN,9982,O,M,RELACHON,PIERRE,MOUVEMENT NATIONAL REPUBLICAIN,EXD,323,N,F,FREMINVILLE DE,AMICIE,CHASSE PECHE NATURE ET TRADITIONS,DIV,507,N,F,THEREAU,FABIENNE,CONCORDAT CITOYEN,DIV,32,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,RHONE,10,81521,54779,53943,836,"67,2%",M,BELIAH,J.JACQUES,PARTI DES TRAVAILLEURS,EXG,201,N,M,MACHOU,DIDIER,LUTTE OUVRIERE,EXG,430,N,F,BERT,CHRISTIANE,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,1142,N,M,PEREYRON,GILLES,PARTI COMMUNISTE FRANCAIS,COM,1170,N,M,ROCHEFORT,THIERRY,POLE REPUBLICAIN,DVG,821,N,M,KOHLHAAS,J.CHARLES,LES VERTS,ECO,10694,O,M,PASSERA,JACQUES,GENERATION ECOLOGIE,ECO,223,N,F,PRANDINI,MARGUERITE,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,341,N,F,CLAER,SYLVIE,LE TREFLE,ECO,583,N,M,HARTEMANN,YVES,UNION POUR LA DEMOCRATIE FRANCAISE,UDF,5831,N,M,BESSON,JEAN,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,21950,O,M,DELACROIX,PIERRE,SANS ETIQUETTE,DVD,3368,N,F,CHAMEAU,MARIE,FRONT NATIONAL,FRN,6420,N,M,CRUBELLIER,YVES,MOUVEMENT NATIONAL REPUBLICAIN,EXD,554,N,M,AVRILLON,BERNARD,SANS ETIQUETTE,DIV,215,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,RHONE,11,73201,47940,47161,779,"65,49%",M,BARREAU,J.MARC,LUTTE OUVRIERE,EXG,501,N,M,GRELAIT,JEAN,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,652,N,M,MONTCHARMONT,GABRIEL,PARTI SOCIALISTE,SOC,15009,O,M,BENOUI,MOHAMED,POLE REPUBLICAIN,DVG,616,N,M,GALLO,GILLES,SANS ETIQUETTE,DVG,331,N,M,CAIRA,J.CLAUDE,GENERATION ECOLOGIE,ECO,294,N,M,SIGLER,ANTOINE,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,362,N,F,LEDDA,M. LOUISE,LE TREFLE,ECO,647,N,M,DURAND,RAYMOND,UNION POUR LA DEMOCRATIE FRANCAISE,UDF,7108,N,M,VIDAL,PAUL,DEMOCRATIE LIBERALE,UDF,3499,N,M,FENECH,GEORGES,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,9870,O,M,LAFOND,RENE,SANS ETIQUETTE,DVD,631,N,M,LUSSIAUD,Y.YVES,FRONT NATIONAL,FRN,7198,N,M,MOUROZ,NOEL,MOUVEMENT NATIONAL REPUBLICAIN,EXD,362,N,M,BACHAUD,YVAN,CONCORDAT CITOYEN,DIV,81,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,RHONE,12,68867,46292,45750,542,"67,22%",M,CHATAIN,DANIEL,PARTI DES TRAVAILLEURS,EXG,141,N,M,RENAULT,J. LUC,LUTTE OUVRIERE,EXG,436,N,M,AUDOUY,GUY,A GAUCHE AUTREMENT,EXG,638,N,M,CHAMBON,JEAN,PARTI COMMUNISTE FRANCAIS,COM,1483,N,M,LAMBERT,RENE,PARTI SOCIALISTE,SOC,12703,O,M,SIRY,JEAN,POLE REPUBLICAIN,DVG,716,N,M,CAROLINE,BERTRAND,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,1016,N,M,TERROT,MICHEL,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,22962,N,M,LAHBARI,PIERRE,FRONT NATIONAL,FRN,4979,N,M,FERNANDEZ,LAURENT,MOUVEMENT NATIONAL REPUBLICAIN,EXD,406,N,F,DELAGE,VERONIQUE,RASSEMBLEMENT DES CONTRIBUABLES FRANCAIS,DIV,270,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,RHONE,13,83188,52251,51461,790,"62,81%",M,PETIOT,YVES,LUTTE OUVRIERE,EXG,543,N,M,MALUK MAUREL,NICOLAS,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,601,N,F,DAVID,MARTINE,PARTI SOCIALISTE,SOC,16988,O,M,CHAFFRINGEON,J.MARC,POLE REPUBLICAIN,DVG,1993,N,M,LALA,J.CHRISTOPHE,GENERATION ECOLOGIE,ECO,310,N,F,GAY,FLORENCE,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,793,N,F,DUBOST,A.MARIE,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,10977,O,M,BERNARD,ALAIN,RASSEMBLEMENT POUR LA REPUBLIQUE,DVD,3375,N,M,ANDRIEUX,GERARD,RASSEMBLEMENT POUR LA FRANCE,DVD,2301,N,M,COLLET,MICHEL,RASSEMBLEMENT POUR LA FRANCE,DVD,680,N,M,GOLLNISCH,BRUNO,FRONT NATIONAL,FRN,11956,O,M,PACCALIN,GERARD,MOUVEMENT NATIONAL REPUBLICAIN,EXD,478,N,M,ROMAN,JOSE,SANS ETIQUETTE,DIV,466,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,RHONE,14,46591,27010,26477,533,"57,97%",F,BONY,JOELLE,PARTI DES TRAVAILLEURS,EXG,115,N,M,TARDY,J. PIERRE,LUTTE OUVRIERE,EXG,453,N,F,CHALONS,FRANCOISE,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,678,N,M,DUBOIS,STEPHANE,COORDINATION COMMUNISTE,EXG,85,N,M,GERIN,ANDRE,PARTI COMMUNISTE FRANCAIS,COM,8569,O,F,SOUVIGNET,MARTINE,POLE REPUBLICAIN,DVG,554,N,F,EDERY,MICHELE,SANS ETIQUETTE,DVG,1298,N,M,BENFERHAT,AHMED,LES VERTS,ECO,1354,N,M,VALERO,REMY,GENERATION ECOLOGIE,ECO,145,N,M,MOREL,YVES,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,190,N,F,RICHARD,ANDREE,UNION POUR LA DEMOCRATIE FRANCAISE,UDF,1353,N,M,SARDAT,ANDRE,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,5801,O,M,VOYANT,SERGE,RASSEMBLEMENT POUR LA FRANCE,DVD,436,N,F,BOURY,LILIANE,FRONT NATIONAL,FRN,5166,N,F,GOMMET,M.FRANCE,MOUVEMENT NATIONAL REPUBLICAIN,EXD,280,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,HAUTE-SAONE,1,62041,42849,41869,980,"69,07%",F,GARRET,THERESE,LUTTE OUVRIERE,EXG,476,N,M,BERNABE,FREDERIC,PARTI COMMUNISTE FRANCAIS,COM,1667,N,F,SILVAIN,MARTINE,PARTI SOCIALISTE,SOC,9881,O,M,CHEVIET,PAUL,POLE REPUBLICAIN,DVG,1789,N,M,CHATELAIN,PHILIPPE,LES VERTS,ECO,905,N,M,PAZ,JOSE,GENERATION ECOLOGIE,ECO,174,N,F,DURAND-MIGEON,MICHELE,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,388,N,M,JOYANDET,ALAIN,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,19199,O,M,OSSTYN,ANDRE,MOUVEMENT POUR LA FRANCE,DVD,270,N,M,GROGNU,MARCEL,FRONT NATIONAL,FRN,5630,N,M,BRISSAUD,J.MARC,MOUVEMENT NATIONAL REPUBLICAIN,EXD,528,N,F,RENARD,BRIGITTE,CHASSE PECHE NATURE ET TRADITIONS,DIV,801,N,M,FORESTIER,PHILIPPE,PARTI FEDERALISTE,DIV,161,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,HAUTE-SAONE,2,61244,40478,39078,1400,"66,09%",M,HENNEQUIN,NOEL,LUTTE OUVRIERE,EXG,853,N,M,LAZAR,GILLES,PARTI COMMUNISTE FRANCAIS,COM,2041,N,M,MICHEL,J.PIERRE,DIVERS GAUCHE,DVG,12999,O,F,HABERT,CATHERINE,LES VERTS,ECO,719,N,F,KMOCH,JOSIANE,GENERATION ECOLOGIE,ECO,229,N,M,ROBERT,DENIS,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,576,N,F,BRIOT,MARYVONNE,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,12124,O,M,MERA,YVES,MOUVEMENT POUR LA FRANCE,DVD,418,N,M,THIEBAUT,CLAUDE,FRONT NATIONAL,FRN,7650,N,M,BROUILLARD,GILBERT,MOUVEMENT NATIONAL REPUBLICAIN,EXD,546,N,M,SEVILLA,XAVIER,CHASSE PECHE NATURE ET TRADITIONS,DIV,766,N,F,DEVILLERS,LAURE,PARTI FEDERALISTE,DIV,157,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,HAUTE-SAONE,3,51597,34677,33428,1249,"67,21%",F,JEANMOUGIN,CHRISTINE,PARTI DES TRAVAILLEURS,EXG,273,N,M,ROUILLON,DANIEL,LUTTE OUVRIERE,EXG,583,N,F,DUMORA,MARYVONNE,PARTI COMMUNISTE FRANCAIS,COM,559,N,M,MARIOT,J.PAUL,PARTI SOCIALISTE,SOC,12260,O,F,BOUGET,EMMANUELLE,GENERATION ECOLOGIE,ECO,192,N,M,BATLOGG,GUY,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,540,N,M,RAISON,MICHEL,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,12723,O,F,JEANMOUGIN,A.MARIE,FRONT NATIONAL,FRN,4969,N,F,LIGNEY,M.FRANCE,MOUVEMENT NATIONAL REPUBLICAIN,EXD,526,N,F,CAVAGNAC,CLAUDE,CHASSE PECHE NATURE ET TRADITIONS,DIV,606,N,M,JACQUES,GAETAN,PARTI FEDERALISTE,DIV,127,N,M,GERARD,ALAIN,GIP - DEMOCRATIE ACTIVE,DIV,70,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,SAONE-ET-LOIRE,1,63263,40033,39121,912,"63,28%",F,DEMANGELLE,M.ODILE,LUTTE OUVRIERE,EXG,400,N,M,JEZEQUEL,J.FRANCOIS,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,858,N,F,BATHIAS,CHANTAL,PARTI COMMUNISTE FRANCAIS,COM,1351,N,M,PAGNOTTE,YVES,DIVERS GAUCHE,DVG,6807,N,M,DEVELAY,LAURENT,LES VERTS,ECO,3788,N,M,FROIDEVAUX,GILBERT,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,241,N,M,MARTINI,CLAUDE,LE TREFLE,ECO,465,N,M,VOISIN,GERARD,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,19824,N,F,BELLASI,ANNIE,DIVERS DROITE,DVD,451,N,M,MARTIN,MAURICE,FRONT NATIONAL,FRN,4014,N,M,HENRY,PIERRE,MOUVEMENT NATIONAL REPUBLICAIN,EXD,356,N,F,BREUILLARD,LUCIA,DEFENDONS LA CHASSE ET NOS TRADITIONS,EXD,494,N,M,SCHMINKE,BERNARD,GIP - DEMOCRATIE ACTIVE,DIV,58,N,F,BERTHELIER,RENEE,CONCORDAT CITOYEN,DIV,14,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,SAONE-ET-LOIRE,2,64604,42536,41683,853,"65,84%",F,LELONG,JACQUELINE,LUTTE OUVRIERE,EXG,589,N,M,LOUIS,HUBERT,PARTI COMMUNISTE FRANCAIS,COM,1456,N,M,REBILLARD,JACQUES,PARTI RADICAL DE GAUCHE,PRG,15419,O,F,DESLOIRE,JACQUELINE,LES VERTS,ECO,770,N,M,NESME,J.MARC,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,17008,O,M,SABATTIER,FREDERIC,MOUVEMENT POUR LA FRANCE,DVD,308,N,F,BIGNON,M.CHRISTINE,FRONT NATIONAL,FRN,4847,N,F,THIOLLIERE,MONIQUE,MOUVEMENT NATIONAL REPUBLICAIN,EXD,224,N,F,LEVERGER,COLETTE,DEFENDONS LA CHASSE ET NOS TRADITIONS,EXD,349,N,F,RAYMOND,NICOLE,CHASSE PECHE NATURE ET TRADITIONS,DIV,650,N,M,FIEVRE,JEAN,GIP - DEMOCRATIE ACTIVE,DIV,63,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,SAONE-ET-LOIRE,3,67609,43867,42587,1280,"64,88%",M,DAVANTURE,ALAIN,PARTI DES TRAVAILLEURS,EXG,286,N,F,COSTE,SIMONNE,LUTTE OUVRIERE,EXG,521,N,M,BROCHOT,MAURICE,LIGUE COMMUNISTE REVOLUTIONNAIRE,EXG,772,N,M,TUROMAN,NICOLAS,PARTI COMMUNISTE FRANCAIS,COM,1255,N,M,BAUMEL,PHILIPPE,PARTI SOCIALISTE,SOC,11953,O,F,BRUNET LECHENAULT,CLAUDETTE,PARTI RADICAL DE GAUCHE,PRG,4023,N,M,BESCOUT,LIONEL,UNION POUR LA DEMOCRATIE FRANCAISE,UDF,896,N,M,ANCIAUX,J.PAUL,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,15881,O,F,DEVINEAU-JUILLET,JOELLE,MOUVEMENT POUR LA FRANCE,DVD,731,N,M,SAINT LEGER DE,PIERRE,FRONT NATIONAL,FRN,4685,N,M,PERRAGUIN,CLAUDE,MOUVEMENT NATIONAL REPUBLICAIN,EXD,433,N,M,BOUVARD,GUILLAUME,DEFENDONS LA CHASSE ET NOS TRADITIONS,EXD,443,N,M,DUPLATRE,GUY,CHASSE PECHE NATURE ET TRADITIONS,DIV,479,N,M,PAILLARD,XAVIER,RESEAU NOUVELLE DONNE,DIV,229,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,SAONE-ET-LOIRE,4,61304,38385,37350,1035,"62,61%",M,DUSSAUGE,PASCAL,LUTTE OUVRIERE,EXG,748,N,M,GAGNARD,MAURICE JEAN,PARTI COMMUNISTE FRANCAIS,COM,1831,N,M,MATHUS,DIDIER,PARTI SOCIALISTE,SOC,15492,O,F,CHEZE,DIANE,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,2778,N,M,ANDRE,ANTOINE,RASSEMBLEMENT POUR LA REPUBLIQUE,DVD,10392,O,F,REGNAULT,ELIANE,DROITE LIBERALE CHRETIENNE,DVD,849,N,M,LAUNAY,CHRISTIAN,FRONT NATIONAL,FRN,4107,N,M,RUDOWSKI,MICHEL,MOUVEMENT NATIONAL REPUBLICAIN,EXD,341,N,M,RAYMOND,MICHEL,CHASSE PECHE NATURE ET TRADITIONS,DIV,706,N,M,CANAAN,JACQUES,SANS ETIQUETTE,DIV,106,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,SAONE-ET-LOIRE,5,62324,39922,39186,736,"64,06%",M,DUFRAIGNE,PASCAL,LUTTE OUVRIERE,EXG,630,N,F,MARTIN,M.CLAUDE,PARTI COMMUNISTE FRANCAIS,COM,1187,N,F,LAVILLE,BETTINA,PARTI SOCIALISTE,SOC,11088,O,M,BRANDILY,SAMUEL,POLE REPUBLICAIN,DVG,456,N,F,COLIN-CORDIER,M.CLAUDE,LES VERTS,ECO,1181,N,M,LEFEBVRE,GUY,MOUVEMENT ECOLOGISTE INDEPENDANT,ECO,375,N,M,PERBEN,DOMINIQUE,UNION POUR LA MAJORITE PRESIDENTIELLE,UMP,19447,O,F,BESSIRE,BERNADETTE,FRONT NATIONAL,FRN,3936,N,M,COUPAT,JEAN,MOUVEMENT NATIONAL REPUBLICAIN,EXD,775,N,M,VIDAL SOLER,EMMANUEL,GIP - DEMOCRATIE ACTIVE,DIV,111,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
